id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1036435232089728824,Modern Bozeman Escape w/ Bridger Mountain Views!,122381278,Evolve,,Bozeman,45.70687,-111.03895,Entire home/apt,423,3,18,2025-10-05,1.09,10,257,12,STR23-00142
1040565103561819864,Downtown Luxury Loft | Steps off of Main St.,545489115,Payton,,Bozeman,45.68186,-111.03907,Entire home/apt,155,1,106,2025-10-12,4.75,3,320,48,STR23-00212
1040586311737102150,Concrete Cowboy | Downtown Luxury Livin',545489115,Payton,,Bozeman,45.68132,-111.03727,Entire home/apt,171,1,91,2025-09-29,4.07,3,302,41,STR23-00213
1057546014981433670,Contemporary Downtown Hideaway,483974145,Sherine,,Bozeman,45.6811133,-111.044916,Entire home/apt,141,2,78,2025-10-01,3.63,1,233,49,STR23-00185
1060881441299393479,Aspen Aerie:Midtown Bozeman,87300632,Liz,,Bozeman,45.68688,-111.0452,Entire home/apt,,30,1,2024-03-08,0.05,32,86,0,
1060894458595102197,Willson Residence,87300632,Liz,,Bozeman,45.67781548674542,-111.04255237915311,Entire home/apt,225,180,0,,,32,195,0,
1065297539864274153,Bozeman SOBO Loft 307 - Wonderful one bedroom,158595657,Mountain Home,,Bozeman,45.678135,-111.04695,Entire home/apt,160,1,28,2025-10-14,1.32,40,336,18,STR23-00177
1069631846965108025,Cozy Apartment in Valley West,153016292,Colette,,Bozeman,45.68426,-111.10177,Entire home/apt,103,2,51,2025-10-02,2.52,1,154,20,STR23-00159
1071667276764825262,Bozeman Bungalow: Pet Friendly w/ Fenced Yard,57780176,Renee,,Bozeman,45.68665,-111.10727,Entire home/apt,149,28,3,2025-02-16,0.19,1,237,1,
1074108367285947842,Modern Mountain Retreat,4243521,Aimee,,Bozeman,45.69117,-111.11546,Entire home/apt,199,27,6,2025-06-30,0.46,1,257,5,
1085793596151122272,Home w/ beautiful mountain view,91578827,Misty,,Bozeman,45.6826528,-111.1126897,Entire home/apt,,2,13,2025-10-12,1.64,1,292,13,str24-00026
1086946705879264741,Southbridge Cottage: Cozy and Modern Home (NEW),10719166,Ted And Ann Marie,,Bozeman,45.6442334,-111.0656939,Entire home/apt,227,2,24,2025-10-05,1.31,8,335,13,STR22-00112
1105776216470545988,Cute Condo Near Downtown & Parks,388858579,Neil,,Bozeman,45.66586,-111.03784,Entire home/apt,,30,1,2025-03-01,0.13,6,0,1,
1108037590849320235,Bozeman Refuge - Belle Vie in MT,39660084,Catherine,,Bozeman,45.6882432,-111.0679403,Entire home/apt,117,3,19,2025-10-13,1.09,1,40,13,STR24-00002
1109688100302195774,Comfy 2bd/1ba near Hylite lg deck *bring Fido !,506863680,Shannon,,Bozeman,45.64931,-111.04192,Entire home/apt,,30,2,2024-08-24,0.12,1,0,0,
1113152204237576730,Downtown Living! Mountain Views!,138031362,Christina,,Bozeman,45.68026,-111.03451,Entire home/apt,110,30,3,2025-10-07,0.23,1,270,2,
1115252657794209090,Modern Bozeman Condo w/ Balcony & Mountain Views!,122381278,Evolve,,Bozeman,45.6963081,-111.0684023,Entire home/apt,102,30,3,2025-01-31,0.22,10,330,2,
1117396038806434428,Sojourner's Oasis,568242556,Michael,,Bozeman,45.68475,-111.05017,Entire home/apt,96,2,13,2025-09-28,1.16,1,216,13,STR24-00023
1120363313108840922,Downtown Bozeman Stay | Kitchen. Breakfast. Pool.,430914923,Residence Inn Bozeman,,Bozeman,45.68034,-111.0237,Private room,241,1,22,2025-06-01,1.26,6,117,21,STR23-21433
1120365518968910819,Downtown Bozeman Stay | Breakfast. Kitchen. Pool.,430914923,Residence Inn Bozeman,,Bozeman,45.68069,-111.02488,Private room,354,1,43,2025-10-12,2.34,6,101,36,STR23-96372
1127519426260482497,Great Hideaway ADU,168421505,Courtney,,Bozeman,45.68094,-111.1005,Entire home/apt,100,2,72,2025-10-02,3.93,2,318,31,STR23-00088
1129158239481570506,Cooper Park Casita,87300632,Liz,,Bozeman,45.67604,-111.04788,Entire home/apt,278,3,18,2025-09-21,1.17,32,178,11,STR23-00229
1129794601961711081,Flats at G Park: 323 #203,87300632,Liz,,Bozeman,45.70741,-111.04358,Entire home/apt,120,30,1,2024-10-01,0.08,32,182,0,
1131269221775810545,Renova Guesthouse,242945917,Tim,,Bozeman,45.68982,-111.09523,Entire home/apt,119,2,25,2025-09-21,1.73,1,346,21,STR24-00016
1131809161224984368,Bozeman Basecamp,156478694,Nicholas,,Bozeman,45.6777554,-111.0820205,Entire home/apt,195,3,1,2025-01-01,0.10,1,120,1,STR24-00029
1142121494006400218,Bozeman Mountain Luxury: Retreat Near Nature,68940904,The Arrival,,Bozeman,45.7064336,-111.0398736,Entire home/apt,321,30,0,,,5,34,0,
1143443232464516671,Downtown Bozeman Updated Charmer,5837495,Julie,,Bozeman,45.6716196,-111.0359121,Entire home/apt,317,30,0,,,2,179,0,
1143488312801959228,Cozy 1 BR Downtown & MSU campus,5837495,Julie,,Bozeman,45.6716938,-111.0358414,Entire home/apt,229,30,0,,,2,364,0,
1147899926663582369,Andon Rise-2nd floor apt,58894863,Amy,,Bozeman,45.67892562356637,-111.01867711293136,Entire home/apt,165,1,106,2025-10-05,6.69,2,259,67,STR22-00031
1153118919610812497,Home away from home,50844446,Jaymie,,Bozeman,45.7081537,-111.0729606,Entire home/apt,225,28,1,2024-08-22,0.07,1,176,0,
1156828451719539791,Historic Home in Downtown,76793353,Chris,,Bozeman,45.67781,-111.04607,Entire home/apt,240,30,0,,,1,107,0,STR23-20495
1162229923702796343,Alpine Cottage,8224408,Paul,,Bozeman,45.6815005,-111.0423059,Entire home/apt,152,2,12,2025-10-07,0.72,17,292,8,STR24-00020
1170983157398311241,"Foxtail Haven - Spacious 3 bedroom, light filled 3",158595657,Mountain Home,,Bozeman,45.71127,-111.07997,Entire home/apt,163,1,0,,,40,308,0,STR23-00000
1170983974998830104,The Cairns - Tri-level condo a few blocks from the,158595657,Mountain Home,,Bozeman,45.682137,-111.04048,Entire home/apt,196,1,30,2025-10-15,1.92,40,296,24,STR23-00240
1171810806695149449,Modern Condo-,318162090,Jennifer,,Bozeman,45.6962488,-111.0695738,Entire home/apt,83,30,0,,,1,75,0,
1184081113116272201,"Cozy Loft | Well-Equipped, Walk to MSU & Downtown",22366054,Tessa,,Bozeman,45.67077,-111.04424,Entire home/apt,83,2,38,2025-09-23,2.51,10,216,29,STR22-00073
1186218009821273083,Bozeman Cozy Condo - Comfortable condo in convenie,158595657,Mountain Home,,Bozeman,45.70854,-111.08066,Entire home/apt,162,1,0,,,40,16,0,STR23-54321
1198714265759473016,Hibernation Station : Bear Room,69417001,Louisa,,Bozeman,45.67723,-111.06132,Private room,62,27,2,2025-04-30,0.26,8,200,2,
1198730222901800878,Hibernation Station : good for groups!,69417001,Louisa,,Bozeman,45.67823,-111.06033,Entire home/apt,129,27,3,2025-09-09,0.31,8,218,3,
1199207728492665835,"Live above Wild Crumb, 30+ Day Rental",589366291,Ashley,,Bozeman,45.68562426413327,-111.02904833553734,Entire home/apt,,30,0,,,1,30,0,
1199325524915270959,Hibernation Station : Moose Room,69417001,Louisa,,Bozeman,45.67762,-111.06073,Private room,54,27,1,2025-07-06,0.29,8,238,1,
1203578284120474113,Bozeman Bungalow,32628726,Kelly,,Bozeman,45.67742,-111.04562,Entire home/apt,,30,0,,,1,0,0,
1205972600816129478,Modern Mountain Home,9002341,Andrew,,Bozeman,45.68531,-111.09112,Private room,77,2,23,2025-09-21,2.18,1,67,23,STR24-00032
1207303293849896945,Cozy Guesthouse Near Downtown BZN,19928474,Bradley Dean,,Bozeman,45.67032,-111.10714,Entire home/apt,107,1,45,2025-09-30,3.17,1,363,26,STR23-00164
1212530786853027708,In The Heart Of Montana’s Rocky Mountains | Pool,590851296,Janina Gay,,Bozeman,45.71338,-111.06688,Private room,145,1,93,2025-10-13,10.00,2,126,93,Exempt
1212530893124472842,Your Rocky Mountain Home | Free Breakfast,590851296,Janina Gay,,Bozeman,45.71338,-111.06688,Private room,,1,3,2025-08-12,0.69,2,121,3,Exempt
1217030976025422085,Fox Haven - Your Basecamp to Bozeman & Beyond,425873557,Kenyon,,Bozeman,45.6497699,-111.0689467,Entire home/apt,200,1,30,2025-10-12,3.60,1,342,30,STR24-00025
1220464411882845244,Flats at G Park: 331 #101/201,87300632,Liz,,Bozeman,45.70685,-111.0436,Entire home/apt,,30,0,,,32,0,0,
1220477582200401721,Flats at G Park: 331 #102/202,87300632,Liz,,Bozeman,45.70516,-111.04357,Entire home/apt,142,30,1,2024-11-01,0.09,32,151,1,
1220489430203139196,Flats at G Park: 331 #103/203,87300632,Liz,,Bozeman,45.70624,-111.04224,Entire home/apt,127,30,0,,,32,75,0,
1223495941746153479,Scandinavian Urban Design,54268767,Melissa,,Bozeman,45.68186,-111.04011,Entire home/apt,515,28,1,2025-08-09,0.43,2,324,1,
1227728151661313353,Apt Getaway In Downtown Bozeman!,510216735,Sharon,,Bozeman,45.67625,-111.03755,Entire home/apt,190,2,33,2025-09-28,2.63,2,298,30,STR23-20495
1233316158161928582,Walking distance to MSU and Downtown,172574535,Ryanne,,Bozeman,45.67655007796889,-111.05481262698363,Entire home/apt,108,27,0,,,1,44,0,
1234187844062068728,Mtn Air Bedroom - bzn cottage,69417001,Louisa,,Bozeman,45.67569,-111.06101,Private room,,30,0,,,8,22,0,
1234193622531802355,Mtn Earth bedroom - bzn cottage,69417001,Louisa,,Bozeman,45.67678,-111.06077,Private room,56,27,0,,,8,178,0,
1234197402897779147,Bozeman Cottage - near MSU!,69417001,Louisa,,Bozeman,45.67642,-111.06106,Entire home/apt,,27,2,2025-06-11,0.19,8,35,2,
1236510435664343749,Cozy Bozeman Escape,437376120,Taylor,,Bozeman,45.70204,-111.08905,Entire home/apt,178,1,23,2025-10-13,1.70,1,364,16,STR24-00014
1237014866830410703,Northside  Nook - Bozeman,87300632,Liz,,Bozeman,45.71063,-111.0719,Entire home/apt,,30,1,2025-01-06,0.11,32,0,1,
1237227387123812824,Downtown Victorian Apartment W/ Amazing Backyard!,452466700,Kyler,,Bozeman,45.68059,-111.04054,Entire home/apt,95,1,38,2025-10-02,2.97,2,239,37,STR23-00192
1239212060849143957,"Blue Room - Near MSU, Hospital",119046779,Christopher,,Bozeman,45.64893,-111.04762,Private room,55,30,0,,,2,364,0,
1239815690334600140,Entire Home Near MSU & Hospital,119046779,Christopher,,Bozeman,45.6487,-111.04905,Entire home/apt,,28,0,,,2,352,0,
1250070475608494737,Downtown Digs - Bozeman,87300632,Liz,,Bozeman,45.679133833470374,-111.04256602299252,Entire home/apt,202,3,14,2025-09-27,1.12,32,191,13,STR23-00166
1251441688187762074,Luxury condo 2 Master suites,392833475,Kara,,Bozeman,45.64887779447799,-111.06844631271898,Entire home/apt,128,27,0,,,1,129,0,
1252224087673843183,The Peaks at the Ridge 206,87300632,Liz,,Bozeman,45.67522,-111.09152,Entire home/apt,,30,2,2025-06-30,0.20,32,0,2,
1252365869579573985,Newly Renovated Pad Near DT BZN!,388858579,Neil,,Bozeman,45.67451,-111.05622,Entire home/apt,154,2,30,2025-09-27,2.37,6,330,29,STR24-00020
1254379302967977498,Merin Downtown Apartment - 30 day or longer rental,158595657,Mountain Home,,Bozeman,45.681118,-111.03404,Entire home/apt,203,1,1,2025-07-31,0.38,40,276,1,STR23-99999
1256699093706295115,The Peaks at the Ridge 204,87300632,Liz,,Bozeman,45.67537,-111.09014,Entire home/apt,142,30,0,,,32,300,0,
1258831921893555042,Modern Home 3 miles to downtown,49756188,Marissa,,Bozeman,45.645635742403606,-111.0658896353654,Entire home/apt,,30,0,,,2,0,0,STR22-00077
1259719378415779249,Newly Built Montana Charm in the Heart of Bozeman,55960431,Patricia,,Bozeman,45.676932177104916,-111.05125603250902,Entire home/apt,129,2,31,2025-09-29,3.15,1,48,31,STR24-00027
1266080526838901939,Flats at G Park: 323 #101/201,87300632,Liz,,Bozeman,45.70539,-111.04361,Entire home/apt,117,30,0,,,32,60,0,
1266149534054061522,The Peaks at the Ridge 205,87300632,Liz,,Bozeman,45.6756,-111.0913,Entire home/apt,,30,1,2025-01-26,0.11,32,0,1,
1267587941579275017,Downtown Bozeman Stay | Kitchen. Breakfast. Pool.,430914923,Residence Inn Bozeman,,Bozeman,45.67901252045078,-111.02556790254972,Private room,251,1,0,,,6,58,0,Exempt
1267589434571409027,Downtown Bozeman Stay | Kitchen. Breakfast. Pool.,430914923,Residence Inn Bozeman,,Bozeman,45.67935188502663,-111.02540397663554,Private room,251,1,0,,,6,58,0,Exempt
1267590460478945382,Downtown Bozeman Stay | Breakfast. Kitchen. Pool.,430914923,Residence Inn Bozeman,,Bozeman,45.679015471754276,-111.02476431270473,Private room,354,1,0,,,6,48,0,Exempt
1267591134078260936,Downtown Bozeman Stay | Breakfast. Kitchen. Pool.,430914923,Residence Inn Bozeman,,Bozeman,45.68083785510898,-111.0237996097708,Private room,354,1,0,,,6,48,0,Exempt
1271048825428805420,Basecamp Bozeman - Downtown,87300632,Liz,,Bozeman,45.67506851193363,-111.04900300179123,Entire home/apt,700,5,2,2025-05-11,0.21,32,92,2,STR22-00052
1273935811695054681,Spacious Urban Living with Prime Main St. Access,658490176,Seth,,Bozeman,45.67724222768834,-111.03296620488882,Entire home/apt,165,2,10,2025-07-31,2.40,3,350,10,STR24-00037
1273956051073820867,Charming Views Steps from Main,658490176,Seth,,Bozeman,45.67839616935968,-111.03161208433293,Entire home/apt,114,28,3,2025-04-30,0.39,3,350,3,
1274080408368834274,Lofted live/work apartment,538263049,Penny,,Bozeman,45.700900683546976,-111.0870594211853,Entire home/apt,148,30,0,,,1,72,0,
1278412395416068515,Experience the Romance of The Historic Rouse House,169754903,VR Bozeman,,Bozeman,45.6781624,-111.0299487,Entire home/apt,437,1,9,2025-07-11,0.97,1,338,9,STR23-00223
1278929061486040269,(NEW) Cinnabar Suite - Mountain Views,10719166,Ted And Ann Marie,,Bozeman,45.702207,-111.0729616,Entire home/apt,147,30,1,2025-09-26,1,8,364,1,
1280535161933509595,Comfy Modern Industrial Condo,660057641,David,,Bozeman,45.6989931,-111.0446795,Entire home/apt,136,1,24,2025-10-14,2.11,1,350,24,STR25-00005
1287602321114747252,Flanders Mill Flat-Bozeman,87300632,Liz,,Bozeman,45.691391571360505,-111.09620433708201,Entire home/apt,100,90,0,,,32,62,0,
1288740114140298286,Bright and quiet guest apartment,23702043,Jessie,,Bozeman,45.71086372888881,-111.03419241927988,Entire home/apt,140,1,17,2025-10-12,3.17,1,12,17,STR24-00022
1291377289325640362,Huge Master Bedroom/Bath!,30465071,David,,Bozeman,45.6834107,-111.0782017,Private room,52,30,5,2025-08-03,0.52,3,269,5,
1295082834721569676,"Retro Escape in Bozeman, Montana",521636962,Jacob,,Bozeman,45.682728281208675,-111.04551628465576,Private room,170,1,1,2025-03-18,0.14,10,350,1,Exempt
1295685114597767431,Nostalgic Stay in Bozeman,521636962,Jacob,,Bozeman,45.6828632,-111.0455592,Private room,181,1,4,2025-06-26,0.46,10,303,4,Exempt
1295701153775182886,Retro Charm in Bozeman Awaits,521636962,Jacob,,Bozeman,45.6828632,-111.0455592,Private room,170,1,8,2025-10-05,0.75,10,305,8,Exempt
1295900238723797969,Vintage Charm in Bozeman,521636962,Jacob,,Bozeman,45.68250341583344,-111.04549482698364,Private room,,1,3,2025-03-09,0.31,10,347,3,Exempt
1295917453794608939,Retro Retreat in Bozeman,521636962,Jacob,,Bozeman,45.682443451580724,-111.04530170793457,Private room,153,1,2,2025-02-10,0.24,10,355,2,Exempt
1302255681601870750,Bozeman Abode,666451033,Gauge,,Bozeman,45.68645,-111.03305,Entire home/apt,125,1,44,2025-10-04,4.55,1,358,44,STR24-00009
1305433350701773968,Heron's Nest,40166238,Sunny,,Bozeman,45.68205276676972,-111.09609185558912,Entire home/apt,123,2,32,2025-10-10,3.10,2,262,32,STR23-00173
1309668990476607457,New! Downtown Bozeman loft,78849013,Stay Montana,,Bozeman,45.67992166317434,-111.03824615393268,Entire home/apt,104,30,3,2025-09-19,0.59,11,364,3,
1312529402953361684,Flats at G Park: 329 #204,87300632,Liz,,Bozeman,45.7071537605511,-111.04341566973616,Entire home/apt,150,30,0,,,32,59,0,
1314082323149340257,Stylish Condo Near Downtown,131212957,Maureen,,Bozeman,45.678093,-111.0469886,Entire home/apt,115,2,19,2025-09-28,2.36,1,327,19,STR24-00015
1320432273849796887,Downtown Bozeman Sanctuary,139725842,Jonathan,,Bozeman,45.68675,-111.03112,Entire home/apt,180,30,0,,,1,349,0,
1326898556939753455,Bozeman Garden Cottage,4635454,Jeanne,,Bozeman,45.68347,-111.02984,Entire home/apt,110,3,16,2025-09-29,1.86,2,347,16,STR23-00076
1331210115826894847,Bozeman Adventure Hub-1 Bedroom w/ Garage,281946364,Danielle,,Bozeman,45.67799132301616,-111.10066848397388,Entire home/apt,159,3,5,2025-10-05,1.58,1,127,5,STR25-00026
1331977281449002919,Bozeman Creek Loft: Pet-Friendly MidTerm Apartment,22366054,Tessa,,Bozeman,45.69574151322371,-111.02883251825591,Entire home/apt,92,28,1,2025-08-26,0.57,10,322,1,
1333570036570349496,Bozeman Getaway,263921361,Lindsay,,Bozeman,45.690712921771954,-111.07631292226405,Private room,52,30,0,,,2,364,0,
1334118763946931862,Cottonwood Condo Bozeman,58357823,Allyson,,Bozeman,45.67576070511154,-111.10299356281757,Entire home/apt,81,28,2,2025-10-02,0.28,1,318,2,
1339329362981267639,Blue Mountains Getaways,380139363,Katie,,Bozeman,45.68447673563895,-111.10229518264532,Entire home/apt,201,3,22,2025-10-13,4.23,1,270,22,STR25-00013
1344548466660935622,Little Blue House - 1 BDRM Downtown,406871,Erin,,Bozeman,45.67744112071643,-111.04806610340125,Entire home/apt,,1,19,2025-10-01,2.23,4,231,19,STR25-00017
1353099457439444888,Downtown Bozeman Duplex,164694393,Christine,,Bozeman,45.6726795,-111.0569114,Entire home/apt,104,1,0,,,1,122,0,STR25-00041
1353758943825123267,Blue Hem in Bozeman,297702124,Peter,,Bozeman,45.68204000032313,-111.03508040043995,Entire home/apt,225,28,0,,,1,365,0,
1358110773310441486,"Luxury Bozeman Retreat: Modern, High-End Comfort",1891952,Kelly,,Bozeman,45.69679,-111.10536,Entire home/apt,150,30,2,2025-07-31,0.34,1,201,2,
1366251580016241793,Downtown Historic - Walk to Everything!,370721732,Rebecca,,Bozeman,45.678086390078754,-111.04204996319562,Entire home/apt,166,2,44,2025-10-12,6.98,2,55,44,STR25-00038
1366702094773727263,Yellowstone Escape | 10 min to downtown | Near MSU,441896318,Payton,,Bozeman,45.6514058,-111.0690568,Entire home/apt,101,1,42,2025-09-28,7.00,11,360,42,STR24-00015
1368220769339167856,Retro Western Retreat,58882819,Bria,,Bozeman,45.68987,-111.0944,Entire home/apt,107,2,40,2025-10-09,5.66,1,223,40,STR25-00008
1369182683142088514,Parkview Villa - Dog Friendly W/ Fenced Back Yard,452466700,Kyler,,Bozeman,45.69148903264897,-111.091879590085,Entire home/apt,207,1,19,2025-10-02,2.79,2,232,19,STR22-00113
1370418615644870925,Stafford House- Modern home conveniently located i,158595657,Mountain Home,,Bozeman,45.684006,-111.10215,Entire home/apt,539,1,2,2025-08-31,0.58,40,93,2,STR25-00002
1371058566704678695,"Comfortable, walkable second story apartment",1591937,Alyssa,,Bozeman,45.676503070734235,-111.02195418217566,Entire home/apt,100,28,2,2025-10-04,0.76,1,248,2,
1374810333893481094,CentrePark Flats,87300632,Liz,,Bozeman,45.695845200849654,-111.07171764969607,Entire home/apt,117,30,0,,,32,113,0,
1378975176547723419,Mountain Modern Condo,52651116,Stacey,,Bozeman,45.70744523663898,-111.09221200524065,Entire home/apt,148,30,0,,,1,351,0,
1385597663652909084,Wonderful ADU conveniently located in the westside,158595657,Mountain Home,,Bozeman,45.684006,-111.10215,Entire home/apt,191,1,1,2025-10-12,1,40,181,1,str25-00002
1385598064364104404,Lamme 22 - your home in the heart of Bozeman! 30 N,158595657,Mountain Home,,Bozeman,45.681133,-111.03836,Entire home/apt,142,1,0,,,40,365,0,STR25-00008
1389853723266278716,Mountain View Bedroom,30465071,David,,Bozeman,45.6834107,-111.0782017,Private room,45,30,1,2025-09-30,1,3,262,1,
1390072201951427973,Cozy Studio in Historic Downtown,260021678,Alison,,Bozeman,45.674831713076756,-111.03651039297387,Entire home/apt,230,2,8,2025-10-12,1.49,1,187,8,STR25-00009
1392035185237251167,Outdoors-Person/Remote Worker Basecamp Bedroom,30465071,David,,Bozeman,45.6834107,-111.0782017,Private room,42,30,2,2025-08-31,0.58,3,63,2,Exempt
1395074458696707730,Bozeman Getaway,263921361,Lindsay,,Bozeman,45.690875386995145,-111.07544746421058,Private room,57,27,0,,,2,320,0,
